idx,BOD_addr,general,pediatric,specialist,CensusCountyFips,Latitude,Longitude,med_indicator,chip_indicator
226,"32 WELLINGTON RD,PORTLAND,ME,04103-3442",1,0,0,5,43.68051939,-70.28430168,0,0
227,"320 SHAKER RD,GRAY,ME,04039-9676",1,0,0,5,43.93369167,-70.35222097,0,0
228,"323 MAIN ST,CUMBERLAND,ME,04021-0207",1,0,0,5,43.79992309,-70.25467316,0,0
229,"323 MAIN ST,SACO,ME,04072-1514",2,0,0,31,43.4996774,-70.4439257,0,0
230,"324 GANNETT DR STE 500,SOUTH PORTLAND,ME,04106-3361",1,0,0,5,43.64047063,-70.35451023,0,0
231,"324 SHORE RD,OGUNQUIT,ME,03907-3902",1,0,0,31,43.25412448,-70.60937898,0,0
232,"325 KENNEDY MEMORIAL DR # D,WATERVILLE,ME,04901-4517",0,0,1,11,44.54481194,-69.67509933,0,0
233,"326 MAIN ST,CUMBERLAND,ME,04021-3904",1,0,0,5,43.80073898,-70.25531022,0,0
234,"327 RUSSELL RD,FORT FAIRFIELD,ME,04742-3239",1,0,0,3,46.77769357,-67.85528893,0,0
235,"33 CANDLEWOOD LN,YORK,ME,03909-5825",1,0,0,31,43.15636289,-70.64238555,0,0
236,"33 JERSEY AVE,PORTLAND,ME,04103-3901",1,0,0,5,43.70151602,-70.27841865,0,0
237,"33 KINGSMARK LN,PORTLAND,ME,04102-1628",1,0,0,5,43.6625751,-70.3188938,0,0
